Full Name,Fighter_Id,Nickname,Ht.,Wt.,Reach,Stance,W,L,D,Belt
Danny Barlow,b7c5eb7cdbac6a63,LeftHand2God,6.2,185.0,79.0,Southpaw,9,2,0,False
Luke Barnatt,172c2135e70f87b7,The Bigslow,6.6,185.0,77.0,Orthodox,13,4,0,False
James Barnes,c06a5c95f1169c0b,Mooka,5.8,135.0,71.0,Orthodox,14,5,0,False
Nick Barnes,78a5eea49638685d,No Nickname,5.11,170.0,,Orthodox,11,2,0,False
Shonte Barnes,e575b6ff678c1aca,Shyne,5.11,185.0,76.0,Southpaw,6,2,1,False
Josh Barnett,ad3f53c454cbbead,The Warmaster,6.3,250.0,78.0,Orthodox,35,8,0,False
Chris Barnett,7a5e8c94a86f9895,Beastboy,5.9,265.0,75.0,Orthodox,23,9,0,False
Chris Barnhizer,91e69a1c3c87325b,No Nickname,,,,Orthodox,2,3,0,False
David Baron,80c0bed43da0e27b,No Nickname,5.6,155.0,,Switch,17,4,1,False
Phil Baroni,1652f3213655b935,The New York Bad Ass,5.9,170.0,72.0,Orthodox,15,18,0,False
Dan Barrera,f12f979b657ab876,The Fireman,5.9,170.0,,Orthodox,3,1,0,False
Carlos Barreto,a220be6d41d6f97d,No Nickname,6.4,230.0,,Orthodox,14,9,0,False
Jose Barreto,c32eab6c2119e989,No Nickname,,185.0,,Southpaw,0,1,0,False
Peter Barrett,d21113c9ff3788ae,Slippery,5.1,145.0,73.0,Southpaw,11,5,0,False
Marc-Andre Barriault,8e9eb3fc86db0f7d,Powerbar,6.1,185.0,74.0,Orthodox,17,10,0,False
David Barrios,e6015889f50075d2,No Nickname,5.6,145.0,,Orthodox,4,8,0,False
Alexandre Barros,8fd1f27e86661ede,Baixinho,5.9,170.0,,Southpaw,22,11,0,False
Ricardo Barros,d26394fc0e8e880a,No Nickname,6.1,205.0,,Orthodox,2,2,0,False
Francimar Barroso,b69f24c500d783e7,Bodao,6.1,205.0,75.0,Orthodox,19,7,0,False
Pat Barry,658c3465581ae46b,HD,5.11,235.0,74.0,Orthodox,8,7,0,False
Dean Barry,a6f3d15cb84334bb,The Sniper,5.1,170.0,72.0,Orthodox,4,2,0,False
Enrique Barzola,be0b310a12eb80b4,El Fuerte,5.7,145.0,70.0,Orthodox,17,5,2,False
Javid Basharat,bbab3baf66128ae2,The Snow Leopard,5.9,135.0,69.0,Orthodox,14,2,0,False
Farid Basharat,a09ed60aa67a3f67,Ferocious,5.8,135.0,71.0,Orthodox,14,0,0,False
Austin Bashi,d3f89fa685bd8420,No Nickname,5.6,145.0,70.0,Orthodox,14,1,0,False
Stephen Bass,1cecc8fe6748a532,Bigfish,5.9,145.0,,Orthodox,11,2,0,False
Sean Bassett,2c733e059462c1dc,No Nickname,,155.0,,Orthodox,0,4,0,False
Ryan Bastianelli,29508aff4d93cbbe,Relentless,5.5,135.0,,Orthodox,6,7,0,False
Shayna Baszler,8ef4a91ac694b7ce,The Queen of Spades,5.7,135.0,,Orthodox,15,11,0,False
Namsrai Batbayar,e1f8beeb6d2d871a,Steppe Warrior,5.4,125.0,68.0,Orthodox,9,1,0,False
Michel Batista,34218661c44ed55d,No Nickname,6.3,260.0,,Orthodox,4,1,0,False
Bryan Battle,f626118b6da0e020,The Butcher,6.1,185.0,77.0,Orthodox,13,2,0,False
Alan Baudot,c9a94278df042f46,The Black Samourai,6.3,243.0,79.0,Orthodox,8,3,0,False
Mario Bautista,bc711b6dd95c1af6,No Nickname,5.9,135.0,69.0,Switch,16,2,0,False
Chris Beal,55f446032177b119,Real Deal,5.7,125.0,69.0,Orthodox,10,5,0,False
Donovan Beard,3a6ac598320ca7f2,The Highlight Reel,6.2,185.0,78.0,Orthodox,7,2,0,False
Rudy Bears,74f13066b1417ef3,No Nickname,5.11,170.0,,Southpaw,16,15,0,False
Salvador Becerra,4fd76e7ba8313457,No Nickname,5.9,155.0,,Orthodox,5,2,0,False
Ariel Beck,b96939f2b8d88e82,No Nickname,5.6,125.0,66.0,Southpaw,4,5,0,False
Jack Becker,b5a379583673510a,No Nickname,5.1,155.0,71.0,Orthodox,13,6,0,False
Jeff Bedard,93bf96be327fcd98,Little Popeye,5.6,145.0,,Orthodox,13,3,0,False
Eric Bedard,ce05955c26c3c090,Lucky Strikes,6.2,239.0,,Orthodox,6,7,0,False
Johnny Bedford,ffc3e6daaa6da0b7,Brutal,5.1,135.0,71.0,Orthodox,21,13,1,False
Rolando Bedoya,40a456a25d52ee65,The Machine,5.11,155.0,74.0,Orthodox,14,5,0,False
Chase Beebe,b16a7e6a627e9789,No Nickname,5.7,135.0,67.0,Orthodox,24,13,1,False
Lyle Beerbohm,babc6b5745335f18,Fancy Pants,5.1,155.0,,Southpaw,24,3,0,False
Allan Begosso,d6ed764f8b78d32a,Mini,5.5,135.0,66.0,Orthodox,7,2,1,False
Azamat Bekoev,3bc3f60b21cddc6a,Iron,6.0,185.0,72.0,Orthodox,20,4,0,False
Mirsad Bektic,cbd3e590a85b18c5,No Nickname,5.8,145.0,70.0,Orthodox,13,4,0,False
Diana Belbita,d7e40dca3ae125be,The Warrior Princess,5.7,125.0,68.0,Orthodox,15,10,0,False
Alan Belcher,4130a743d9d22163,The Talent,6.2,185.0,75.0,Orthodox,18,8,0,False
Vitor Belfort,0ee783aa00e468f0,The Phenom,6.0,185.0,74.0,Southpaw,26,14,0,False
Yousri Belgaroui,7674b836ce0698a0,No Nickname,6.5,185.0,79.0,Orthodox,9,3,0,False
Rodolfo Bellato,69898645d600abdb,Trator,6.3,205.0,75.0,Orthodox,12,3,1,False
Danilo Belluardo,c3f6db17cea09ca7,Caterpillar,6.0,155.0,74.0,Southpaw,12,5,0,False
Joey Beltran,46baf0f57edfa4df,The Mexicutioner,6.1,185.0,75.0,Orthodox,17,14,0,False
Marco Beltran,ec71a892fada28c7,Psycho,5.8,125.0,69.0,Orthodox,8,6,0,False
Joseph Benavidez,80eacd4da0617c57,No Nickname,5.4,125.0,65.0,Southpaw,28,8,0,False
Mike Bencic,a71feb7ea7592a71,Batman,6.0,215.0,,Orthodox,1,2,0,False
Dave Beneteau,9fd1f08dd4aec14a,Dangerous,6.2,250.0,,Orthodox,6,5,1,False
Karla Benitez,6104730621ff318d,No Nickname,5.3,113.0,,Orthodox,14,11,1,False
Gabriel Benitez,436f970c9ea9169c,Moggly,5.8,155.0,71.0,Southpaw,23,13,0,False
Charles Bennett,8dc4f34c1f50d00d,Krazy Horse,5.8,155.0,,Orthodox,30,33,2,False
Josh Bennett,c3ac8d0da7b05772,No Nickname,6.4,259.0,,Orthodox,11,14,0,False
DeAnna Bennett,404ecb2700844072,The Argentine Assassin,5.4,125.0,68.0,Orthodox,8,3,1,False
Benjamin Bennett,7030c27fc9778964,Mr. Alaska,6.0,170.0,73.0,Switch,7,1,0,False
Lance Benoist,5431dccc09118234,No Nickname,5.11,170.0,72.0,Southpaw,7,2,0,False
Joe Benoit,a30f6d375dea5f9b,No Nickname,5.9,170.0,,Orthodox,11,4,0,False
Ryan Benoit,20999e27ddd94bda,Baby Face,5.5,125.0,68.0,Orthodox,10,8,0,False
Pat Benson,a25f3dc0df974597,No Nickname,5.9,155.0,,Orthodox,3,5,3,False
Len Bentley,592d23aed850e652,No Nickname,5.9,155.0,,Orthodox,10,6,0,False
Steve Berger,21b1132949f2a9b0,The Red Nosed Pitbull,5.11,170.0,,Orthodox,21,23,2,False
Kenneth Bergh,aa8189053b3a8994,No Nickname,6.2,205.0,74.0,Orthodox,8,0,0,False
Bret Bergmark,2891c9f7b26b26fc,The Angry Hick,5.9,170.0,,Orthodox,6,1,1,False
Keith Berish,e3779ef06e98f185,Sha Bang Bang,6.0,205.0,,Orthodox,5,1,0,False
Dennis Bermudez,6f242453c91a5af0,The Menace,5.6,155.0,66.0,Orthodox,17,9,0,False
Manny Bermudez,2dc1bc1a02961656,The Bermudez Triangle,5.1,145.0,71.0,Orthodox,14,2,0,False
Talita Bernardo,5b2325cd70dbe2ea,No Nickname,5.4,135.0,68.0,Orthodox,6,4,0,False
Dave Berry,b3bbe88fecd6a0d2,No Nickname,,,,Orthodox,0,1,0,False
Keith Berry,0b935b9bbbe5fc07,No Nickname,6.1,185.0,,Orthodox,15,14,1,False
Dieusel Berto,0db70ca89e1c7374,No Nickname,5.9,200.0,,Orthodox,0,3,0,False
Edson Berto,66766984842c13dc,Little Tiger,5.6,155.0,,Orthodox,17,12,1,False
Allen Berube,aebfb84d1f6d2d8c,Monstah Lobstah,5.8,155.0,,Orthodox,4,3,0,False
Anton Berzin,8ba8e8d7eafa7267,The Body Snatcher,6.2,205.0,,Orthodox,5,1,0,False
Scott Bessac,3f24c96753dbd9f9,No Nickname,6.4,245.0,,Orthodox,4,6,0,False
Matt Bessette,0b8d512c79b4baf3,The Mangler,5.1,145.0,70.0,Orthodox,22,9,0,False
Khadzhi Bestaev,e05f4ce199baca91,Best,6.6,185.0,76.0,Orthodox,10,4,0,False
Fernando Bettega,a524710c3ef918fa,No Nickname,,170.0,,Orthodox,7,5,0,False
Arjan Bhullar,7e511f8d842a109d,No Nickname,6.1,245.0,75.0,Orthodox,9,1,0,False
KB Bhullar,9cd047a828dd7515,The Bengal,6.4,185.0,78.0,Switch,8,2,0,False
Bibulatov Magomed,87f19d19f4cb73f8,Chaborz,5.5,125.0,65.0,Orthodox,14,2,0,False
David Bielkheden,1efa064872f089d0,No Nickname,5.1,155.0,71.0,Orthodox,24,12,0,False
Blake Bilder,5095b0920a3602aa,El Animal,5.8,145.0,68.0,Switch,8,2,1,False
Jonas Bilharinho,ebbf571f349e79d9,No Nickname,5.11,145.0,75.0,Switch,9,1,1,False
Jeremiah Billington,b3b6e80b7d5f8f0d,No Nickname,5.9,205.0,,Orthodox,11,2,0,False
Scott Bills,53f02bbc41d99432,No Nickname,5.1,170.0,,Orthodox,7,9,1,False
Anthony Birchak,c5a126ace82a6025,El Toro,5.8,135.0,69.0,Orthodox,16,8,0,False
Chris Birchler,8a22c6b4d29880a3,The Big Buck,6.3,205.0,,Switch,7,4,0,False
Angad Bisht,7b4ae3fd439a05b6,No Nickname,5.7,125.0,67.0,Orthodox,10,3,0,False
Michael Bisping,2b93ebd9f5417ad2,The Count,6.1,185.0,75.0,Orthodox,30,9,0,False
Amaury Bitetti,7a359ef685a304a7,No Nickname,5.9,185.0,,Orthodox,5,2,0,False
Caio Bittencourt,a653cb5eb4b39339,Leao,6.0,185.0,75.0,Orthodox,14,7,0,False
Davi Bittencourt,dd6ec6f941c3a414,The Black,5.5,135.0,65.0,Orthodox,14,4,0,False
Simon Biyong,27ab7257bf6a3b65,No Nickname,,205.0,,Orthodox,7,1,0,False
Jan Blachowicz,99df7d0a2a08a8a8,No Nickname,6.2,205.0,78.0,Orthodox,29,11,1,False
Jason Black,b2f743746e8dcfa2,The Black Legion,5.8,155.0,,Orthodox,23,4,1,False
Brad Blackburn,7e69a4b0961aa555,Bad Brad,5.1,170.0,73.0,Orthodox,18,13,1,False
Jason Blackford,619d807fa54ae8f7,No Nickname,,,,Orthodox,3,3,0,False
Tom Blackledge,2adb11835acd815b,No Nickname,,205.0,,Orthodox,10,7,0,False
Sherrard Blackledge,0e5c79b3594ff0ad,The Thriller,5.11,155.0,75.0,Orthodox,5,1,0,False
Da'Mon Blackshear,da22387a0407a2dc,The Monster,5.1,135.0,72.0,Switch,17,8,1,False
Chasen Blair,0f4a536507f33576,Mestizo,5.1,155.0,71.0,Orthodox,7,4,0,False
Erin Blanchfield,669970f7feba8ecd,Cold Blooded,5.4,125.0,66.0,Orthodox,13,2,0,False
Maximo Blanco,4a1329cc8eb0928a,Maxi,5.8,145.0,71.0,Orthodox,12,8,1,False
David Blanco,ebf298f8ac7e232b,No Nickname,5.7,145.0,,Orthodox,2,0,0,False
Curtis Blaydes,fa6796c55d6c5440,Razor,6.4,265.0,80.0,Orthodox,19,5,0,False
Tereza Bleda,59c438c81fbf3ece,No Nickname,5.9,125.0,71.0,Orthodox,7,1,0,False
Arlene Blencowe,35d6337320a4ae48,Angerfist,5.5,145.0,,Orthodox,9,6,0,False
Byron Bloodworth,ecdf14f4f8643d39,No Nickname,5.8,135.0,,Orthodox,6,3,0,False
Dashawn Boatwright,046a85108610c0d2,"Buck, the 400-pound Silverback",6.0,205.0,,Orthodox,3,1,0,False
Dan Bobish,f348d05403fad037,No Nickname,6.2,345.0,,Southpaw,17,9,0,False
Mark Bocek,cf9d24e4bd0cf2ce,No Nickname,5.8,155.0,75.0,Orthodox,12,5,0,False
Kyle Bochniak,c5af5750e8bae4f0,Killer B,5.7,145.0,70.0,Orthodox,8,5,0,False
James Bochnovic,984d15d5dc7bfcf9,No Nickname,6.4,205.0,81.0,Orthodox,8,3,0,False
Jeremy Boczulak,1afd74f8cb0719f3,No Nickname,,,,Orthodox,0,2,0,False
Tim Boetsch,c80095f6092271a7,The Barbarian,6.0,185.0,74.0,Orthodox,21,13,0,False
Galore Bofando,8a56ea383fd26e52,No Nickname,5.11,170.0,72.0,Switch,5,3,0,False
Jay Bogan,53c21779d84ceb75,No Nickname,,145.0,,Orthodox,6,6,0,False
Roman Bogatov,d61316139d68dbe3,No Nickname,5.8,155.0,73.0,Orthodox,10,1,0,False
Derek Bohi,70a1c7626b5e0599,Marshmallow,6.4,260.0,,Orthodox,8,5,0,False
Jerry Bohlander,93892752c5fc23ca,No Nickname,5.11,199.0,,Orthodox,11,4,0,False
Mandy Bohm,297a2b35444c245b,Monster,5.7,125.0,71.0,Orthodox,8,2,0,False
Kotetsu Boku,d227958e8a0c1466,No Nickname,5.9,154.0,,Orthodox,25,11,2,False
Gaston Bolanos,96924b0019b3aff1,The Dreamkiller,5.7,135.0,69.0,Orthodox,8,5,0,False
Kyle Bolt,9d455d5cfe6a0e35,No Nickname,6.2,185.0,,Orthodox,8,4,0,False
Denys Bondar,2526be54e6a0e62a,Psycho,5.6,125.0,69.0,Orthodox,14,5,0,False
Luc Bondole,8691881b31c16b88,No Nickname,6.2,205.0,,Orthodox,5,2,2,False
Tony Bonello,702a72aa7a266d86,The Gun,6.2,185.0,,Orthodox,16,3,1,False
Gabriel Bonfim,01641ba5df0c69b0,Marretinha,6.1,170.0,72.0,Orthodox,18,1,0,False
Ismael Bonfim,eb393afdbe3293d5,Marreta,5.8,155.0,71.0,Orthodox,20,5,0,False
Jesse Bongfeldt,934de214814b8ff4,Water,6.0,185.0,,Orthodox,16,5,1,False
Marcos Bonilla,d311fbefff44a39b,Murder Marx,5.1,145.0,,Orthodox,4,4,0,False
Stephan Bonnar,c6a33ff198aaaeeb,The American Psycho,6.4,205.0,79.0,Orthodox,15,9,0,False
Rogerio Bontorin,07a2bdaa0afdd831,No Nickname,5.5,125.0,67.0,Orthodox,16,4,0,False
Ray Borg,a4de54ea806fb525,The Tazmexican Devil,5.4,135.0,63.0,Orthodox,13,5,0,False
Igor Borisov,0313bf497de9c470,No Nickname,6.0,235.0,,Orthodox,1,1,0,False
Kevin Borjas,34b96d52db1d26e6,El Gallo Negro,5.5,125.0,68.0,Orthodox,10,4,0,False
Calen Born,3c85e04b08a05751,No Nickname,5.8,170.0,72.0,Switch,7,1,0,False
Caio Borralho,4126a78111c0855a,The Natural,6.1,185.0,75.0,Southpaw,17,2,0,False
Zachary Borrego,b8fdb2903a2582a8,The Dragon,6.2,185.0,78.0,Switch,3,1,0,False
Viacheslav Borshchev,19c591115a58982c,Slava Claus,5.11,155.0,69.0,Orthodox,8,6,1,False
Tanner Boser,04c8b08b16a5b99e,The Bulldozer,6.2,205.0,75.0,Orthodox,21,10,1,False
Steve Bosse,e023fa2e648ea0f1,The Boss,5.11,205.0,72.0,Orthodox,12,2,0,False
Marcus Bossett,e8fb8e53bc2e29d6,The Grasshopper,6.1,215.0,,Orthodox,1,3,0,False
Chris Bostick,239224bedeb2c7a4,No Nickname,,,,Orthodox,6,3,0,False
Poliana Botelho,5c126c6aac3ef364,No Nickname,5.8,125.0,67.0,Orthodox,8,5,0,False
Francois Botha,545d549d6bf87187,White Buffalo,6.2,260.0,,Orthodox,0,1,0,False
Ilian Bouafia,d5e929c26f25f0d3,The Gorilla,6.5,185.0,78.0,Southpaw,7,0,0,False
Gregory Bouchelaghem,59851163aaf1aed8,No Nickname,6.2,183.0,,Switch,5,4,0,False
Roy Boughton,2aaf0181432adf0b,Black Dynamite,6.0,205.0,,Orthodox,14,8,0,False
Rich Bouphanouvong,611b9c068c9e2c44,No Nickname,5.7,170.0,,Orthodox,1,4,0,False
Mike Bourke,dfdd0c5dd0d4bc23,The Rhino,6.0,275.0,,Orthodox,10,16,1,False
Jess Bouscal,38b1417ec17072da,No Nickname,,155.0,,Orthodox,3,2,0,False
Tai Bowden,2efbc83a6b9b7f86,No Nickname,5.11,230.0,,Orthodox,1,1,0,False
Melton Bowen,81ca2c245b19b3c5,The Punisher,6.0,225.0,,Orthodox,0,1,0,False
Kyron Bowen,5488b3c67600333a,Bullseye,6.3,185.0,73.0,Orthodox,9,5,0,False
Brian Bowles,b26d3e3746fb4024,No Nickname,5.7,135.0,70.0,Orthodox,10,3,0,False
Roger Bowling,3b9f723e2720a238,Relentless,5.9,155.0,68.0,Orthodox,12,6,0,False
Blake Bowman,a95a0504fd73bd3e,No Nickname,6.2,170.0,,Orthodox,2,6,0,False
Ashe Bowman,8a0a35e7c74bebcc,The Archer,5.9,155.0,,Orthodox,9,11,0,False
Anvar Boynazarov,4a191f4ea2fce7fc,The Uzbek,5.9,145.0,,Orthodox,3,1,0,False
Colley Bradford,1433786ac76cf777,No Nickname,5.7,145.0,,Orthodox,0,1,0,False
Kyle Bradley,a6959da32f0e6b5d,No Nickname,5.9,155.0,71.0,Orthodox,19,12,0,False
Paul Bradley,c7011de4765d2497,The Gentleman,5.9,170.0,,Orthodox,23,8,0,False
Sean Brady,45f7cb591c3ab00b,No Nickname,5.1,170.0,72.0,Orthodox,18,1,0,False
Ebenezer Fontes Braga,dc950d59dc590aca,Pitbull,6.0,199.0,,Orthodox,13,7,2,False
Ramiz Brahimaj,3d074044a33825e7,No Nickname,5.1,170.0,72.0,Orthodox,13,5,0,False
Adam Bramhald,3c99bd6cb5d835ef,Samurai,5.1,135.0,70.0,Orthodox,13,3,0,False
Joe Brammer,013da757877044a2,The South Side Strangler,5.8,155.0,,Orthodox,7,3,1,False
David Branch,d2c55d1d2e67773b,No Nickname,6.1,185.0,78.0,Orthodox,22,6,0,False
Billy Brand,edae6db2b3453632,No Nickname,5.6,135.0,65.0,Orthodox,5,2,0,False
Diego Brandao,c2e3e67b5911bfb7,DB,5.7,145.0,64.0,Orthodox,22,11,0,False
Bruna Brasil,7138a15258dabf20,No Nickname,5.6,115.0,65.0,Orthodox,11,5,1,False
Michael Bravo,dc63542668295c23,No Nickname,,155.0,,Orthodox,7,4,0,False
Martin Bravo,9c44f290f5726d95,El Toro,5.8,145.0,71.0,Southpaw,11,3,0,False
Roman Bravo-Young,37ce890a4670b287,No Nickname,,205.0,,Orthodox,0,1,0,False
Mike Breeden,d80ee110748171ac,Money,5.1,155.0,70.0,Orthodox,11,6,0,False
Tom Breese,1588b787bda7b540,No Nickname,6.3,185.0,73.0,Southpaw,12,3,0,False
Elves Brener,48a9a128784d53d1,No Nickname,5.1,155.0,72.0,Orthodox,16,6,0,False
Chris Brennan,b19fc66613dc75b9,The Westside Strangler,5.8,170.0,,Orthodox,21,13,1,False
Charlie Brenneman,98f6da59d765ec94,The Spaniard,5.1,155.0,70.0,Orthodox,19,8,0,False
Robert Breslin,e319d6697d41f3cf,The Bullet,5.11,155.0,,Orthodox,3,9,0,False
Mack Brewer,106a925d947a0de9,No Nickname,,205.0,,Orthodox,0,1,0,False
Marcos Brigagao,11547e29f253fb89,Ironside,6.3,205.0,76.0,Southpaw,11,1,0,False
Jason Brilz,497ba5b12a4bfc47,Hitman,5.11,205.0,71.0,Orthodox,22,6,1,False
Marcus Brimage,81801f57bd0a7c41,The Bama Beast,5.4,135.0,71.0,Southpaw,7,7,0,False
Aaron Brink,cf1a88371c8cb690,No Nickname,6.3,205.0,,Orthodox,26,26,0,False
Henry Briones,01fcef7e3d051722,Bure,5.8,135.0,69.0,Orthodox,16,8,1,False
Marcelo Brito,3a97fda0de6f1fa4,Jungle Boy,6.1,170.0,,Orthodox,13,8,0,False
Joanderson Brito,791c8437b341fba5,Tubarao,5.8,145.0,72.0,Orthodox,17,5,1,False
Kaik Brito,b07f14fc0e53f8bd,No Nickname,5.11,170.0,72.0,Orthodox,16,5,0,False
Icaro Brito,06dd61c8d545c63f,No Nickname,,145.0,,Orthodox,7,1,0,False
Antwain Britt,2833f50b20e96e52,The Juggernaut,6.1,205.0,77.0,Orthodox,11,6,0,False
Drew Brokenshire,aa571d75f80fde7d,No Nickname,,,,Orthodox,16,6,0,False
Mike Bronzoulis,df3c39573d01f55b,The Greek,6.0,155.0,,Orthodox,18,9,1,False
Jonathan Brookins,b0a6124751a56bc4,No Nickname,6.0,145.0,74.0,Southpaw,16,10,0,False
Will Brooks,b6e6c3b1dcaae0a1,Ill,5.1,155.0,72.0,Orthodox,18,4,0,False
Jarred Brooks,81d9df19e255b8b6,The Monkey God,5.3,125.0,62.0,Switch,13,2,0,False
Rob Broughton,a7d687e6ecb30981,The Bear,6.2,265.0,74.0,Orthodox,16,7,1,False
Lee Brousseau,0974d8d4053a7237,Manimal,6.1,205.0,,Orthodox,5,3,0,False
Matt Brown,31123249b0bbf52e,The Immortal,6.0,170.0,75.0,Orthodox,26,19,0,False
Mike Brown,e0b74df14f52cd15,No Nickname,5.6,145.0,70.0,Orthodox,26,9,0,False
Dominic Brown,52b3ec072ad497a4,No Nickname,5.11,190.0,,Orthodox,16,23,0,False
Todd Brown,9b68bf67c5695185,Bulldog,5.11,205.0,,Orthodox,16,4,0,False
Terrell Brown,85df85a4e276c90e,No Nickname,,185.0,,Orthodox,3,1,0,False
Chris Brown,9e2624ac992660c6,No Nickname,,170.0,,Orthodox,10,1,0,False
Frederick Brown,880c6b788266a3ef,No Nickname,6.0,235.0,,Orthodox,3,2,0,False
Randy Brown,c6aee362c7a7d482,Rudeboy,6.3,170.0,78.0,Orthodox,20,6,0,False
Damien Brown,d024ed963e8bf7ea,Beatdown,5.1,155.0,68.0,Orthodox,17,12,0,False
TJ Brown,d31cbcdd7d69536d,Downtown,5.9,145.0,72.0,Switch,17,11,0,False
Humberto Brown Morrison,e9e7e1c8ff289e1b,No Nickname,5.1,145.0,,Orthodox,4,6,0,False
Travis Browne,3236bf606fe9fa5b,Hapa,6.6,255.0,79.0,Orthodox,18,7,1,False
Junie Browning,d74cba8566291bfa,No Nickname,5.9,155.0,,Orthodox,5,6,0,False
Jules Bruchez,d1dcd4e96464a53d,No Nickname,6.0,205.0,,Southpaw,1,2,0,False
Justin Bruckmann,5f8e00c27b7e7410,Loaf,5.9,170.0,,Orthodox,7,3,0,False
Cody Brundage,f14f644d41ade29f,No Nickname,6.0,185.0,72.0,Orthodox,11,7,1,False
Steve Bruno,2f3f12002564bb55,Hollywood,5.1,170.0,,Orthodox,15,6,0,False
Fernando Bruno,b8c0f30ee9a98b69,Acougueiro,5.6,145.0,,Orthodox,15,4,0,False
Derek Brunson,b1a3e0aca758b322,The One,6.1,185.0,77.0,Southpaw,23,9,0,False
Josh Bryant,01f022fa494188e2,The Beast,5.1,185.0,,Orthodox,15,4,0,False
Dennis Bryant,3b17353b8002c7d0,The Beard,6.0,205.0,,Orthodox,5,2,0,False
Robert Bryczek,f96856f9d69fd7e4,No Nickname,6.0,185.0,75.0,Orthodox,18,6,0,False
Lukasz Brzeski,0c25d0a5e8cdbf19,The Bull,6.3,236.0,78.0,Orthodox,9,7,1,False
Marcus Buchecha,095854a135e6db55,No Nickname,6.2,255.0,77.0,Orthodox,5,2,0,False
Justin Buchholz,231926533134ec1f,No Nickname,6.0,155.0,73.0,Orthodox,15,10,0,False
Zak Bucia,6bbb8dc6e128779e,No Nickname,5.1,170.0,,Orthodox,17,8,0,False
Courtney Buck,3feed7d02711d8b7,No Nickname,5.1,135.0,,Orthodox,12,11,0,False
Joaquin Buckley,b9437600497350f3,New Mansa,5.1,170.0,76.0,Southpaw,21,7,0,False
Martin Buday,8eb046f83e82bf26,Badys,6.4,265.0,77.0,Orthodox,16,2,0,False
Julia Budd,dcdc4503b9d49977,No Nickname,5.7,145.0,67.0,Orthodox,10,2,0,False
Dylan Budka,a817e238b2747404,The Mindless Hulk,6.0,185.0,75.0,Switch,7,5,0,False
Mike Budnik,b98209144b63ae26,No Nickname,5.9,145.0,68.0,Orthodox,13,4,0,False
Francisco Bueno,a72d260b436924c4,No Nickname,5.9,225.0,,Orthodox,5,2,0,False
Mayra Bueno Silva,cc8c623cca88f54f,Sheetara,5.6,135.0,66.0,Orthodox,10,5,1,False
Paul Buentello,f0abbb6f3444dae7,The Headhunter,6.2,245.0,77.0,Orthodox,35,17,0,False
Marek Bujlo,ac0874309da489b9,Bujdzilla,,265.0,,Orthodox,6,0,0,False
Modestas Bukauskas,476fe566d2df676e,The Baltic Gladiator,6.3,205.0,76.0,Switch,19,6,0,False
Lee Kwan Bum,c0342805a1948cbb,No Nickname,6.2,286.0,,Orthodox,0,1,0,False
Josh Bumgarner,9900ab86a4c458bd,No Nickname,6.1,170.0,,Orthodox,6,4,0,False
Shawn Bunch,6e9af164ab91a229,Bunch the Great,5.5,135.0,,Orthodox,7,3,0,False
Felipe Bunes,53c10176e3bc7416,Felipinho,5.7,125.0,69.0,Orthodox,14,8,0,False
Shane Burgos,98d961097baaf308,Hurricane,5.11,145.0,75.0,Orthodox,15,3,0,False
Joshua Burkman,6da99156486ed6c2,The People's Warrior,5.1,170.0,72.0,Orthodox,28,16,0,False
Justin Burlinson,dadd80ef954e54ed,No Nickname,6.1,170.0,74.0,Switch,6,1,0,False
Mads Burnell,69f01b25dfabaf6b,No Nickname,5.8,145.0,69.0,Orthodox,9,3,0,False
Mikey Burnett,4c805f5f58a75df0,The Eastside Assassin,5.6,170.0,,Orthodox,5,2,0,False
Kevin Burns,a6d8bfe9e0c8153b,The Fire,5.1,170.0,74.0,Orthodox,12,7,0,False
Gilbert Burns,23024fdfc966410a,Durinho,5.1,170.0,71.0,Orthodox,22,9,0,False
Josh Burns,1e092415a7eeaf65,The Hammer,6.1,244.0,,Orthodox,8,10,0,False
Herbert Burns,4f140403000158b5,The Blaze,5.9,145.0,73.0,Orthodox,11,6,0,False
Derrick Burnsed,2213330f082f82d5,No Nickname,,155.0,,Orthodox,1,0,3,False
Nah-Shon Burrell,2c64c035485906aa,The Rock n Rolla,5.11,170.0,,Orthodox,15,7,0,False
Martin Buschkamp,8fc30d8cebb17116,No Nickname,5.9,145.0,,Orthodox,9,0,0,False
George Bush,f0c779dc2ca3816c,No Nickname,6.1,205.0,,Orthodox,5,2,0,False
Bubba Bush,132505067f08c54d,The Fightin' Texas Aggie,6.0,185.0,,Orthodox,8,3,0,False
Dakota Bush,3033c1c080672475,No Nickname,5.1,155.0,73.0,Orthodox,8,4,0,False
Murilo Bustamante,85d905f7c4f5a1af,No Nickname,6.2,183.0,,Orthodox,15,8,1,False
Nick Bustamante,51b1ca2a4b064101,No Nickname,5.9,170.0,,Orthodox,5,3,0,False
Eduardo Bustillos,f273f1b8df04c8a1,No Nickname,5.8,135.0,,Orthodox,5,3,0,False
Jason Butcher,30e39145fec48d25,No Nickname,6.3,185.0,,Orthodox,10,2,0,False
Todd Butler,3fed746acfd026dd,No Nickname,6.1,200.0,,Southpaw,1,4,0,False
Goldman Butler,e2d5072048b825b1,No Nickname,,,,Orthodox,1,4,0,False
Ian Butler,6b8fd98eb52363d1,No Nickname,5.8,155.0,,Orthodox,3,3,0,False
Raphael Butler,f941505e35fb1eae,The Silencer,6.3,261.0,,Orthodox,9,2,1,False
